"Number of daily smokers - both (IHME, GHDx (2012))",Entity,Code,Year
6630130,Myanmar,MMR,1999
6665222,Myanmar,MMR,2000
6684352,Myanmar,MMR,2001
6741312,Myanmar,MMR,2002
6783632,Myanmar,MMR,2003
6759373,Myanmar,MMR,2004
6725380,Myanmar,MMR,2005
6690212,Myanmar,MMR,2006
6661789,Myanmar,MMR,2007
6662316,Myanmar,MMR,2008
6687057,Myanmar,MMR,2009
6734754,Myanmar,MMR,2010
6802243,Myanmar,MMR,2011
6886003,Myanmar,MMR,2012
95237,Namibia,NAM,1980
96293,Namibia,NAM,1981
97564,Namibia,NAM,1982
99362,Namibia,NAM,1983
102096,Namibia,NAM,1984
106098,Namibia,NAM,1985
111515,Namibia,NAM,1986
118130,Namibia,NAM,1987
125631,Namibia,NAM,1988
133363,Namibia,NAM,1989
140792,Namibia,NAM,1990
147683,Namibia,NAM,1991
154066,Namibia,NAM,1992
160349,Namibia,NAM,1993
166694,Namibia,NAM,1994
173331,Namibia,NAM,1995
180276,Namibia,NAM,1996
184937,Namibia,NAM,1997
189346,Namibia,NAM,1998
192568,Namibia,NAM,1999
194123,Namibia,NAM,2000
190591,Namibia,NAM,2001
186240,Namibia,NAM,2002
182100,Namibia,NAM,2003
180002,Namibia,NAM,2004
179281,Namibia,NAM,2005
179630,Namibia,NAM,2006
181127,Namibia,NAM,2007
184673,Namibia,NAM,2008
189513,Namibia,NAM,2009
195288,Namibia,NAM,2010
201965,Namibia,NAM,2011
209463,Namibia,NAM,2012
2890526,Nepal,NPL,1980
2961400,Nepal,NPL,1981
3034896,Nepal,NPL,1982
3112584,Nepal,NPL,1983
3187271,Nepal,NPL,1984
3260822,Nepal,NPL,1985
3331671,Nepal,NPL,1986
3403346,Nepal,NPL,1987
3478572,Nepal,NPL,1988
3568231,Nepal,NPL,1989
3677988,Nepal,NPL,1990
3810448,Nepal,NPL,1991
3965631,Nepal,NPL,1992
4135266,Nepal,NPL,1993
4305832,Nepal,NPL,1994
4471644,Nepal,NPL,1995
4627097,Nepal,NPL,1996
4707907,Nepal,NPL,1997
4781977,Nepal,NPL,1998
4849907,Nepal,NPL,1999
4903528,Nepal,NPL,2000
4922853,Nepal,NPL,2001
4828776,Nepal,NPL,2002
4716406,Nepal,NPL,2003
4571747,Nepal,NPL,2004
4413471,Nepal,NPL,2005
4262860,Nepal,NPL,2006
4161348,Nepal,NPL,2007
4111096,Nepal,NPL,2008
4087660,Nepal,NPL,2009
4093768,Nepal,NPL,2010
4126481,Nepal,NPL,2011
4213365,Nepal,NPL,2012
3235451,Netherlands,NLD,1980
3237042,Netherlands,NLD,1981
3237140,Netherlands,NLD,1982
3240271,Netherlands,NLD,1983
3242855,Netherlands,NLD,1984
3252912,Netherlands,NLD,1985
3267033,Netherlands,NLD,1986
3285320,Netherlands,NLD,1987
3291983,Netherlands,NLD,1988
3304255,Netherlands,NLD,1989
3313974,Netherlands,NLD,1990
3330968,Netherlands,NLD,1991
3335464,Netherlands,NLD,1992
3348482,Netherlands,NLD,1993
3366121,Netherlands,NLD,1994
3375679,Netherlands,NLD,1995
3398297,Netherlands,NLD,1996
3414581,Netherlands,NLD,1997
3434617,Netherlands,NLD,1998
3432124,Netherlands,NLD,1999
3408008,Netherlands,NLD,2000
3377368,Netherlands,NLD,2001
3338986,Netherlands,NLD,2002
3275496,Netherlands,NLD,2003
3208320,Netherlands,NLD,2004
3146002,Netherlands,NLD,2005
3075799,Netherlands,NLD,2006
3000008,Netherlands,NLD,2007
2931991,Netherlands,NLD,2008
2889634,Netherlands,NLD,2009
2866165,Netherlands,NLD,2010
2857124,Netherlands,NLD,2011
2860947,Netherlands,NLD,2012
741719,New Zealand,NZL,1980
748080,New Zealand,NZL,1981
753331,New Zealand,NZL,1982
757330,New Zealand,NZL,1983
751034,New Zealand,NZL,1984
737929,New Zealand,NZL,1985
721542,New Zealand,NZL,1986
706029,New Zealand,NZL,1987
690907,New Zealand,NZL,1988
677555,New Zealand,NZL,1989
675368,New Zealand,NZL,1990
691585,New Zealand,NZL,1991
702497,New Zealand,NZL,1992
708326,New Zealand,NZL,1993
712262,New Zealand,NZL,1994
715154,New Zealand,NZL,1995
718650,New Zealand,NZL,1996
723691,New Zealand,NZL,1997
726065,New Zealand,NZL,1998
723656,New Zealand,NZL,1999
719668,New Zealand,NZL,2000
716260,New Zealand,NZL,2001
716656,New Zealand,NZL,2002
714017,New Zealand,NZL,2003
698371,New Zealand,NZL,2004
671543,New Zealand,NZL,2005
639859,New Zealand,NZL,2006
610363,New Zealand,NZL,2007
591022,New Zealand,NZL,2008
578646,New Zealand,NZL,2009
573118,New Zealand,NZL,2010
572959,New Zealand,NZL,2011
578689,New Zealand,NZL,2012
275904,Nicaragua,NIC,1980
277278,Nicaragua,NIC,1981
277803,Nicaragua,NIC,1982
279250,Nicaragua,NIC,1983
280459,Nicaragua,NIC,1984
281173,Nicaragua,NIC,1985
282045,Nicaragua,NIC,1986
283219,Nicaragua,NIC,1987
282567,Nicaragua,NIC,1988
282542,Nicaragua,NIC,1989
283166,Nicaragua,NIC,1990
284521,Nicaragua,NIC,1991
286684,Nicaragua,NIC,1992
289267,Nicaragua,NIC,1993
292188,Nicaragua,NIC,1994
295669,Nicaragua,NIC,1995
299437,Nicaragua,NIC,1996
300981,Nicaragua,NIC,1997
304631,Nicaragua,NIC,1998
310324,Nicaragua,NIC,1999
317249,Nicaragua,NIC,2000
324810,Nicaragua,NIC,2001
332342,Nicaragua,NIC,2002
340302,Nicaragua,NIC,2003
349229,Nicaragua,NIC,2004
358420,Nicaragua,NIC,2005
367787,Nicaragua,NIC,2006
377538,Nicaragua,NIC,2007
387508,Nicaragua,NIC,2008
397244,Nicaragua,NIC,2009
408064,Nicaragua,NIC,2010
420218,Nicaragua,NIC,2011
433250,Nicaragua,NIC,2012
166600,Niger,NER,1980
170531,Niger,NER,1981
173766,Niger,NER,1982
176855,Niger,NER,1983
180643,Niger,NER,1984
185317,Niger,NER,1985
190990,Niger,NER,1986
197651,Niger,NER,1987
204999,Niger,NER,1988
212623,Niger,NER,1989
220364,Niger,NER,1990
227772,Niger,NER,1991
235256,Niger,NER,1992
242976,Niger,NER,1993
251193,Niger,NER,1994
260376,Niger,NER,1995
270559,Niger,NER,1996
279125,Niger,NER,1997
288509,Niger,NER,1998
298111,Niger,NER,1999
307399,Niger,NER,2000
315619,Niger,NER,2001
321817,Niger,NER,2002
327621,Niger,NER,2003
333221,Niger,NER,2004
339158,Niger,NER,2005
345928,Niger,NER,2006
351175,Niger,NER,2007
362610,Niger,NER,2008
376953,Niger,NER,2009
394409,Niger,NER,2010
413498,Niger,NER,2011
430969,Niger,NER,2012
3902789,Nigeria,NGA,1980
4000435,Nigeria,NGA,1981
4094232,Nigeria,NGA,1982
4182674,Nigeria,NGA,1983
4270889,Nigeria,NGA,1984
4362389,Nigeria,NGA,1985
4461883,Nigeria,NGA,1986
4569424,Nigeria,NGA,1987
4682210,Nigeria,NGA,1988
4799488,Nigeria,NGA,1989
4925630,Nigeria,NGA,1990
4970260,Nigeria,NGA,1991
4988025,Nigeria,NGA,1992
4962125,Nigeria,NGA,1993
4878847,Nigeria,NGA,1994
4731194,Nigeria,NGA,1995
4524069,Nigeria,NGA,1996
4221315,Nigeria,NGA,1997
4001079,Nigeria,NGA,1998
3854758,Nigeria,NGA,1999
3764783,Nigeria,NGA,2000
3715382,Nigeria,NGA,2001
3691837,Nigeria,NGA,2002
3687176,Nigeria,NGA,2003
3658832,Nigeria,NGA,2004
3641367,Nigeria,NGA,2005
3632595,Nigeria,NGA,2006
3633232,Nigeria,NGA,2007
3645986,Nigeria,NGA,2008
3664672,Nigeria,NGA,2009
3690116,Nigeria,NGA,2010
3724554,Nigeria,NGA,2011
3776711,Nigeria,NGA,2012
2512252,North Korea,PRK,1980
2588107,North Korea,PRK,1981
2667222,North Korea,PRK,1982
2748892,North Korea,PRK,1983
2833479,North Korea,PRK,1984
2919637,North Korea,PRK,1985
3008265,North Korea,PRK,1986
3098730,North Korea,PRK,1987
3189950,North Korea,PRK,1988
3282313,North Korea,PRK,1989
3375469,North Korea,PRK,1990
3468944,North Korea,PRK,1991
3562423,North Korea,PRK,1992
3653555,North Korea,PRK,1993
3738922,North Korea,PRK,1994
3816160,North Korea,PRK,1995
3882768,North Korea,PRK,1996
3918673,North Korea,PRK,1997
3953946,North Korea,PRK,1998
3993073,North Korea,PRK,1999
4036937,North Korea,PRK,2000
4085740,North Korea,PRK,2001
4139302,North Korea,PRK,2002
4194494,North Korea,PRK,2003
4248439,North Korea,PRK,2004
4297564,North Korea,PRK,2005
4333552,North Korea,PRK,2006
4369573,North Korea,PRK,2007
4405241,North Korea,PRK,2008
4455460,North Korea,PRK,2009
4511809,North Korea,PRK,2010
4572481,North Korea,PRK,2011
4637347,North Korea,PRK,2012
1094038,Norway,NOR,1980
1107557,Norway,NOR,1981
1120905,Norway,NOR,1982
1132618,Norway,NOR,1983
1142223,Norway,NOR,1984
1149926,Norway,NOR,1985
1156674,Norway,NOR,1986
1163689,Norway,NOR,1987
1168799,Norway,NOR,1988
1168822,Norway,NOR,1989
1165144,Norway,NOR,1990
1161304,Norway,NOR,1991
1153966,Norway,NOR,1992
1140993,Norway,NOR,1993
1125748,Norway,NOR,1994
1108138,Norway,NOR,1995
1090707,Norway,NOR,1996
1067404,Norway,NOR,1997
1045686,Norway,NOR,1998
1023204,Norway,NOR,1999
995635,Norway,NOR,2000
962956,Norway,NOR,2001
928708,Norway,NOR,2002
895095,Norway,NOR,2003
859460,Norway,NOR,2004
823328,Norway,NOR,2005
789452,Norway,NOR,2006
758161,Norway,NOR,2007
730611,Norway,NOR,2008
710789,Norway,NOR,2009
689840,Norway,NOR,2010
675916,Norway,NOR,2011
671237,Norway,NOR,2012
60767,Oman,OMN,1980
65344,Oman,OMN,1981
70049,Oman,OMN,1982
74825,Oman,OMN,1983
79550,Oman,OMN,1984
84102,Oman,OMN,1985
88349,Oman,OMN,1986
92333,Oman,OMN,1987
96725,Oman,OMN,1988
102278,Oman,OMN,1989
109447,Oman,OMN,1990
118793,Oman,OMN,1991
129574,Oman,OMN,1992
139902,Oman,OMN,1993
147180,Oman,OMN,1994
147026,Oman,OMN,1995
140004,Oman,OMN,1996
128266,Oman,OMN,1997
116202,Oman,OMN,1998
106475,Oman,OMN,1999
100389,Oman,OMN,2000
100294,Oman,OMN,2001
103299,Oman,OMN,2002
108467,Oman,OMN,2003
114570,Oman,OMN,2004
120961,Oman,OMN,2005
126955,Oman,OMN,2006
132892,Oman,OMN,2007
140499,Oman,OMN,2008
152579,Oman,OMN,2009
170948,Oman,OMN,2010
196646,Oman,OMN,2011
228437,Oman,OMN,2012
9112204,Pakistan,PAK,1980
9395810,Pakistan,PAK,1981
9693221,Pakistan,PAK,1982
9998698,Pakistan,PAK,1983
10307997,Pakistan,PAK,1984
10617068,Pakistan,PAK,1985
10925731,Pakistan,PAK,1986
11238433,Pakistan,PAK,1987
11551499,Pakistan,PAK,1988
11864605,Pakistan,PAK,1989
12176729,Pakistan,PAK,1990
12487064,Pakistan,PAK,1991
12790780,Pakistan,PAK,1992
13099691,Pakistan,PAK,1993
13437848,Pakistan,PAK,1994
13789536,Pakistan,PAK,1995
14157976,Pakistan,PAK,1996
14508181,Pakistan,PAK,1997
14815522,Pakistan,PAK,1998
15109089,Pakistan,PAK,1999
15388614,Pakistan,PAK,2000
15657816,Pakistan,PAK,2001
15921041,Pakistan,PAK,2002
16204493,Pakistan,PAK,2003
16536869,Pakistan,PAK,2004
16684418,Pakistan,PAK,2005
16826083,Pakistan,PAK,2006
16980363,Pakistan,PAK,2007
17145278,Pakistan,PAK,2008
17327739,Pakistan,PAK,2009
17530431,Pakistan,PAK,2010
17778322,Pakistan,PAK,2011
18078040,Pakistan,PAK,2012
196221,Palestine,PSE,1980
201649,Palestine,PSE,1981
207599,Palestine,PSE,1982
214413,Palestine,PSE,1983
221723,Palestine,PSE,1984
229616,Palestine,PSE,1985
237567,Palestine,PSE,1986
246300,Palestine,PSE,1987
256128,Palestine,PSE,1988
266945,Palestine,PSE,1989
278431,Palestine,PSE,1990
291315,Palestine,PSE,1991
304692,Palestine,PSE,1992
319004,Palestine,PSE,1993
334142,Palestine,PSE,1994
350776,Palestine,PSE,1995
369291,Palestine,PSE,1996
385471,Palestine,PSE,1997
400819,Palestine,PSE,1998
414558,Palestine,PSE,1999
426792,Palestine,PSE,2000
432674,Palestine,PSE,2001
437232,Palestine,PSE,2002
440557,Palestine,PSE,2003
443934,Palestine,PSE,2004
447987,Palestine,PSE,2005
453283,Palestine,PSE,2006
459843,Palestine,PSE,2007
467809,Palestine,PSE,2008
475407,Palestine,PSE,2009
483665,Palestine,PSE,2010
500886,Palestine,PSE,2011
520680,Palestine,PSE,2012
118686,Panama,PAN,1980
122224,Panama,PAN,1981
125924,Panama,PAN,1982
129552,Panama,PAN,1983
133298,Panama,PAN,1984
137195,Panama,PAN,1985
141145,Panama,PAN,1986
145088,Panama,PAN,1987
148859,Panama,PAN,1988
152490,Panama,PAN,1989
156323,Panama,PAN,1990
160503,Panama,PAN,1991
164870,Panama,PAN,1992
169414,Panama,PAN,1993
173719,Panama,PAN,1994
178126,Panama,PAN,1995
182981,Panama,PAN,1996
185822,Panama,PAN,1997
186510,Panama,PAN,1998
186462,Panama,PAN,1999
186232,Panama,PAN,2000
186025,Panama,PAN,2001
186059,Panama,PAN,2002
186195,Panama,PAN,2003
186977,Panama,PAN,2004
188362,Panama,PAN,2005
190481,Panama,PAN,2006
193684,Panama,PAN,2007
199570,Panama,PAN,2008
206207,Panama,PAN,2009
213361,Panama,PAN,2010
221006,Panama,PAN,2011
228869,Panama,PAN,2012
677571,Papua New Guinea,PNG,1980
697130,Papua New Guinea,PNG,1981
717777,Papua New Guinea,PNG,1982
739155,Papua New Guinea,PNG,1983
761348,Papua New Guinea,PNG,1984
784096,Papua New Guinea,PNG,1985
807404,Papua New Guinea,PNG,1986
831552,Papua New Guinea,PNG,1987
856906,Papua New Guinea,PNG,1988
884037,Papua New Guinea,PNG,1989
913356,Papua New Guinea,PNG,1990
943730,Papua New Guinea,PNG,1991
973479,Papua New Guinea,PNG,1992
1002090,Papua New Guinea,PNG,1993
1030846,Papua New Guinea,PNG,1994
1060522,Papua New Guinea,PNG,1995
1089932,Papua New Guinea,PNG,1996
1121732,Papua New Guinea,PNG,1997
1154279,Papua New Guinea,PNG,1998
1188107,Papua New Guinea,PNG,1999
1223775,Papua New Guinea,PNG,2000
1260364,Papua New Guinea,PNG,2001
1297254,Papua New Guinea,PNG,2002
1335576,Papua New Guinea,PNG,2003
1374488,Papua New Guinea,PNG,2004
1412492,Papua New Guinea,PNG,2005
1450768,Papua New Guinea,PNG,2006
1487168,Papua New Guinea,PNG,2007
1523618,Papua New Guinea,PNG,2008
1560186,Papua New Guinea,PNG,2009
1597762,Papua New Guinea,PNG,2010
1635648,Papua New Guinea,PNG,2011
1674648,Papua New Guinea,PNG,2012
301571,Paraguay,PRY,1980
309484,Paraguay,PRY,1981
317867,Paraguay,PRY,1982
326878,Paraguay,PRY,1983
336053,Paraguay,PRY,1984
345376,Paraguay,PRY,1985
354991,Paraguay,PRY,1986
364664,Paraguay,PRY,1987
374320,Paraguay,PRY,1988
384019,Paraguay,PRY,1989
393794,Paraguay,PRY,1990
403764,Paraguay,PRY,1991
413953,Paraguay,PRY,1992
424523,Paraguay,PRY,1993
435472,Paraguay,PRY,1994
446530,Paraguay,PRY,1995
458061,Paraguay,PRY,1996
462588,Paraguay,PRY,1997
467230,Paraguay,PRY,1998
472616,Paraguay,PRY,1999
478923,Paraguay,PRY,2000
485660,Paraguay,PRY,2001
492466,Paraguay,PRY,2002
498924,Paraguay,PRY,2003
496787,Paraguay,PRY,2004
494647,Paraguay,PRY,2005
493027,Paraguay,PRY,2006
492219,Paraguay,PRY,2007
492697,Paraguay,PRY,2008
496441,Paraguay,PRY,2009
501785,Paraguay,PRY,2010
509464,Paraguay,PRY,2011
523900,Paraguay,PRY,2012
1001165,Peru,PER,1980
1030494,Peru,PER,1981
1061383,Peru,PER,1982
1095595,Peru,PER,1983
1130115,Peru,PER,1984
1165539,Peru,PER,1985
1200367,Peru,PER,1986
1234480,Peru,PER,1987
1270595,Peru,PER,1988
1309403,Peru,PER,1989
1349357,Peru,PER,1990
1389893,Peru,PER,1991
1430926,Peru,PER,1992
1471415,Peru,PER,1993
1511316,Peru,PER,1994
1551959,Peru,PER,1995
1594610,Peru,PER,1996
1658052,Peru,PER,1997
1722654,Peru,PER,1998
1787134,Peru,PER,1999
1847584,Peru,PER,2000
1904606,Peru,PER,2001
1958348,Peru,PER,2002
2009422,Peru,PER,2003
2058308,Peru,PER,2004
2099415,Peru,PER,2005
2138808,Peru,PER,2006
2175099,Peru,PER,2007
2210144,Peru,PER,2008
2240258,Peru,PER,2009
2269944,Peru,PER,2010
2303626,Peru,PER,2011
2345470,Peru,PER,2012
7414352,Philippines,PHL,1980
7665651,Philippines,PHL,1981
7927534,Philippines,PHL,1982
8200057,Philippines,PHL,1983
8490938,Philippines,PHL,1984
8800564,Philippines,PHL,1985
9113949,Philippines,PHL,1986
9436048,Philippines,PHL,1987
9761822,Philippines,PHL,1988
10088947,Philippines,PHL,1989
10415186,Philippines,PHL,1990
10743367,Philippines,PHL,1991
11071790,Philippines,PHL,1992
11402845,Philippines,PHL,1993
11720397,Philippines,PHL,1994
12036171,Philippines,PHL,1995
12345746,Philippines,PHL,1996
12521512,Philippines,PHL,1997
12700326,Philippines,PHL,1998
12706101,Philippines,PHL,1999
12713937,Philippines,PHL,2000
12743607,Philippines,PHL,2001
12696447,Philippines,PHL,2002
12651725,Philippines,PHL,2003
12682121,Philippines,PHL,2004
12731088,Philippines,PHL,2005
12801978,Philippines,PHL,2006
12897713,Philippines,PHL,2007
13034534,Philippines,PHL,2008
13237595,Philippines,PHL,2009
13592295,Philippines,PHL,2010
13999472,Philippines,PHL,2011
14470787,Philippines,PHL,2012
11410832,Poland,POL,1980
11351198,Poland,POL,1981
11317706,Poland,POL,1982
11154400,Poland,POL,1983
10954072,Poland,POL,1984
10745726,Poland,POL,1985
10540861,Poland,POL,1986
10352938,Poland,POL,1987
10183519,Poland,POL,1988
10034524,Poland,POL,1989
10035379,Poland,POL,1990
10089657,Poland,POL,1991
10144350,Poland,POL,1992
10176345,Poland,POL,1993
10155168,Poland,POL,1994
10040451,Poland,POL,1995
9842770,Poland,POL,1996
9698927,Poland,POL,1997
9597482,Poland,POL,1998
9531443,Poland,POL,1999
9495964,Poland,POL,2000
9517202,Poland,POL,2001
9593431,Poland,POL,2002
9686140,Poland,POL,2003
9756887,Poland,POL,2004
9797815,Poland,POL,2005
9687814,Poland,POL,2006
9514668,Poland,POL,2007
9336071,Poland,POL,2008
9191872,Poland,POL,2009
9054428,Poland,POL,2010
8943129,Poland,POL,2011
8864459,Poland,POL,2012
1548910,Portugal,PRT,1980
1554079,Portugal,PRT,1981
1555760,Portugal,PRT,1982
1557946,Portugal,PRT,1983
1564514,Portugal,PRT,1984
1576539,Portugal,PRT,1985
1597693,Portugal,PRT,1986
1630508,Portugal,PRT,1987
1682210,Portugal,PRT,1988
1737497,Portugal,PRT,1989
1773998,Portugal,PRT,1990
1798444,Portugal,PRT,1991
1797973,Portugal,PRT,1992
1780875,Portugal,PRT,1993
1749726,Portugal,PRT,1994
1700586,Portugal,PRT,1995
1668596,Portugal,PRT,1996
1692943,Portugal,PRT,1997
1733955,Portugal,PRT,1998
1783253,Portugal,PRT,1999
1840972,Portugal,PRT,2000
1892186,Portugal,PRT,2001
1936229,Portugal,PRT,2002
1949878,Portugal,PRT,2003
1953275,Portugal,PRT,2004
1952022,Portugal,PRT,2005
1954024,Portugal,PRT,2006
1958523,Portugal,PRT,2007
1963785,Portugal,PRT,2008
1969933,Portugal,PRT,2009
1966197,Portugal,PRT,2010
1960307,Portugal,PRT,2011
1952984,Portugal,PRT,2012
21252,Qatar,QAT,1980
24498,Qatar,QAT,1981
28675,Qatar,QAT,1982
33407,Qatar,QAT,1983
38081,Qatar,QAT,1984
42314,Qatar,QAT,1985
45974,Qatar,QAT,1986
49129,Qatar,QAT,1987
51805,Qatar,QAT,1988
53994,Qatar,QAT,1989
55787,Qatar,QAT,1990
57158,Qatar,QAT,1991
58072,Qatar,QAT,1992
58715,Qatar,QAT,1993
59295,Qatar,QAT,1994
59995,Qatar,QAT,1995
61176,Qatar,QAT,1996
62833,Qatar,QAT,1997
64794,Qatar,QAT,1998
66743,Qatar,QAT,1999
68628,Qatar,QAT,2000
69856,Qatar,QAT,2001
70998,Qatar,QAT,2002
74610,Qatar,QAT,2003
84092,Qatar,QAT,2004
101640,Qatar,QAT,2005
128318,Qatar,QAT,2006
162751,Qatar,QAT,2007
201409,Qatar,QAT,2008
239310,Qatar,QAT,2009
272481,Qatar,QAT,2010
299682,Qatar,QAT,2011
321940,Qatar,QAT,2012
4340999,Romania,ROU,1980
4322443,Romania,ROU,1981
4301164,Romania,ROU,1982
4282896,Romania,ROU,1983
4275505,Romania,ROU,1984
4287728,Romania,ROU,1985
4324707,Romania,ROU,1986
4388928,Romania,ROU,1987
4477014,Romania,ROU,1988
4581597,Romania,ROU,1989
4716070,Romania,ROU,1990
4861007,Romania,ROU,1991
5009246,Romania,ROU,1992
5151420,Romania,ROU,1993
5279173,Romania,ROU,1994
5321099,Romania,ROU,1995
5318341,Romania,ROU,1996
5206631,Romania,ROU,1997
5083030,Romania,ROU,1998
4941753,Romania,ROU,1999
4748357,Romania,ROU,2000
4591377,Romania,ROU,2001
4495822,Romania,ROU,2002
4471023,Romania,ROU,2003
4513721,Romania,ROU,2004
4649704,Romania,ROU,2005
4751116,Romania,ROU,2006
4842988,Romania,ROU,2007
4920408,Romania,ROU,2008
4951778,Romania,ROU,2009
4938061,Romania,ROU,2010
4904420,Romania,ROU,2011
4870683,Romania,ROU,2012
37945946,Russia,RUS,1980
38008382,Russia,RUS,1981
38027068,Russia,RUS,1982
38042123,Russia,RUS,1983
38032799,Russia,RUS,1984
38017335,Russia,RUS,1985
38030592,Russia,RUS,1986
38052251,Russia,RUS,1987
38066684,Russia,RUS,1988
38069129,Russia,RUS,1989
38078221,Russia,RUS,1990
38089230,Russia,RUS,1991
38093414,Russia,RUS,1992
37757889,Russia,RUS,1993
37813808,Russia,RUS,1994
37951602,Russia,RUS,1995
38011194,Russia,RUS,1996
37652788,Russia,RUS,1997
37262874,Russia,RUS,1998
36796213,Russia,RUS,1999
36290534,Russia,RUS,2000
35841948,Russia,RUS,2001
35519076,Russia,RUS,2002
35597036,Russia,RUS,2003
35853704,Russia,RUS,2004
36201913,Russia,RUS,2005
36586859,Russia,RUS,2006
37022880,Russia,RUS,2007
37454257,Russia,RUS,2008
37842384,Russia,RUS,2009
37902915,Russia,RUS,2010
38242847,Russia,RUS,2011
38559077,Russia,RUS,2012
373596,Rwanda,RWA,1980
385266,Rwanda,RWA,1981
396144,Rwanda,RWA,1982
407467,Rwanda,RWA,1983
420231,Rwanda,RWA,1984
435095,Rwanda,RWA,1985
453556,Rwanda,RWA,1986
474852,Rwanda,RWA,1987
495120,Rwanda,RWA,1988
508662,Rwanda,RWA,1989
511935,Rwanda,RWA,1990
502452,Rwanda,RWA,1991
483169,Rwanda,RWA,1992
460862,Rwanda,RWA,1993
445868,Rwanda,RWA,1994
447901,Rwanda,RWA,1995
469089,Rwanda,RWA,1996
491907,Rwanda,RWA,1997
520932,Rwanda,RWA,1998
548382,Rwanda,RWA,1999
568459,Rwanda,RWA,2000
571533,Rwanda,RWA,2001
568786,Rwanda,RWA,2002
562508,Rwanda,RWA,2003
555780,Rwanda,RWA,2004
550365,Rwanda,RWA,2005
533286,Rwanda,RWA,2006
516429,Rwanda,RWA,2007
501497,Rwanda,RWA,2008
489204,Rwanda,RWA,2009
480195,Rwanda,RWA,2010
475807,Rwanda,RWA,2011
489280,Rwanda,RWA,2012
5708,Saint Lucia,LCA,1980
5876,Saint Lucia,LCA,1981
6056,Saint Lucia,LCA,1982
6252,Saint Lucia,LCA,1983
6477,Saint Lucia,LCA,1984
6734,Saint Lucia,LCA,1985
7034,Saint Lucia,LCA,1986
7362,Saint Lucia,LCA,1987
7719,Saint Lucia,LCA,1988
8079,Saint Lucia,LCA,1989
8431,Saint Lucia,LCA,1990
8754,Saint Lucia,LCA,1991
9059,Saint Lucia,LCA,1992
9341,Saint Lucia,LCA,1993
9620,Saint Lucia,LCA,1994
9906,Saint Lucia,LCA,1995
10202,Saint Lucia,LCA,1996
10201,Saint Lucia,LCA,1997
10255,Saint Lucia,LCA,1998
10357,Saint Lucia,LCA,1999
10498,Saint Lucia,LCA,2000
10647,Saint Lucia,LCA,2001
10821,Saint Lucia,LCA,2002
11028,Saint Lucia,LCA,2003
11285,Saint Lucia,LCA,2004
11589,Saint Lucia,LCA,2005
11958,Saint Lucia,LCA,2006
12371,Saint Lucia,LCA,2007
12806,Saint Lucia,LCA,2008
13215,Saint Lucia,LCA,2009
13577,Saint Lucia,LCA,2010
13884,Saint Lucia,LCA,2011
14130,Saint Lucia,LCA,2012
5118,Saint Vincent and the Grenadines,VCT,1980
5270,Saint Vincent and the Grenadines,VCT,1981
5421,Saint Vincent and the Grenadines,VCT,1982
5568,Saint Vincent and the Grenadines,VCT,1983
5701,Saint Vincent and the Grenadines,VCT,1984
5823,Saint Vincent and the Grenadines,VCT,1985
5927,Saint Vincent and the Grenadines,VCT,1986
6018,Saint Vincent and the Grenadines,VCT,1987
6086,Saint Vincent and the Grenadines,VCT,1988
6149,Saint Vincent and the Grenadines,VCT,1989
6209,Saint Vincent and the Grenadines,VCT,1990
6278,Saint Vincent and the Grenadines,VCT,1991
6345,Saint Vincent and the Grenadines,VCT,1992
6416,Saint Vincent and the Grenadines,VCT,1993
6496,Saint Vincent and the Grenadines,VCT,1994
6569,Saint Vincent and the Grenadines,VCT,1995
6643,Saint Vincent and the Grenadines,VCT,1996
6689,Saint Vincent and the Grenadines,VCT,1997
6733,Saint Vincent and the Grenadines,VCT,1998
6779,Saint Vincent and the Grenadines,VCT,1999
6836,Saint Vincent and the Grenadines,VCT,2000
6907,Saint Vincent and the Grenadines,VCT,2001
6973,Saint Vincent and the Grenadines,VCT,2002
7033,Saint Vincent and the Grenadines,VCT,2003
7081,Saint Vincent and the Grenadines,VCT,2004
7118,Saint Vincent and the Grenadines,VCT,2005
7136,Saint Vincent and the Grenadines,VCT,2006
7148,Saint Vincent and the Grenadines,VCT,2007
7174,Saint Vincent and the Grenadines,VCT,2008
7208,Saint Vincent and the Grenadines,VCT,2009
7254,Saint Vincent and the Grenadines,VCT,2010
7307,Saint Vincent and the Grenadines,VCT,2011
7348,Saint Vincent and the Grenadines,VCT,2012
22767,Samoa,WSM,1980
23246,Samoa,WSM,1981
23759,Samoa,WSM,1982
24290,Samoa,WSM,1983
24776,Samoa,WSM,1984
25197,Samoa,WSM,1985
25531,Samoa,WSM,1986
25845,Samoa,WSM,1987
26168,Samoa,WSM,1988
26437,Samoa,WSM,1989
26750,Samoa,WSM,1990
27098,Samoa,WSM,1991
27429,Samoa,WSM,1992
27732,Samoa,WSM,1993
28077,Samoa,WSM,1994
28354,Samoa,WSM,1995
28560,Samoa,WSM,1996
28426,Samoa,WSM,1997
28345,Samoa,WSM,1998
28328,Samoa,WSM,1999
28297,Samoa,WSM,2000
28226,Samoa,WSM,2001
28148,Samoa,WSM,2002
27758,Samoa,WSM,2003
27327,Samoa,WSM,2004
26832,Samoa,WSM,2005
26378,Samoa,WSM,2006
25943,Samoa,WSM,2007
25622,Samoa,WSM,2008
25480,Samoa,WSM,2009
25689,Samoa,WSM,2010
25965,Samoa,WSM,2011
